"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","age_group"
31,"blue-collar","married","secondary","no",3653,"yes","yes","cellular",21,"nov",252,1,168,4,"failure","no","25-34"
37,"blue-collar","married","secondary","no",3653,"yes","no","cellular",8,"may",525,1,-1,0,"unknown","no","35-44"
40,"technician","single",NA,"no",3652,"yes","no","unknown",14,"may",1028,2,-1,0,"unknown","yes","35-44"
49,"blue-collar","married","primary","no",3652,"yes","yes","cellular",11,"may",568,1,285,2,"other","no","45-54"
41,"technician","single",NA,"no",3652,"yes","no","cellular",12,"may",127,1,363,2,"success","no","35-44"
31,"unemployed","single","primary","no",3652,"no","no","cellular",1,"jun",285,1,-1,0,"unknown","no","25-34"
32,"management","married","tertiary","no",3651,"yes","no","cellular",20,"nov",142,3,-1,0,"unknown","no","25-34"
49,"services","divorced","secondary","no",3649,"yes","yes","unknown",15,"may",150,1,-1,0,"unknown","no","45-54"
36,"blue-collar","single","tertiary","no",3649,"yes","no","unknown",17,"jun",756,2,-1,0,"unknown","no","35-44"
36,"blue-collar","single","tertiary","no",3649,"yes","no","cellular",20,"nov",399,2,156,2,"failure","no","35-44"
37,"blue-collar","single","tertiary","no",3649,"yes","no","cellular",15,"apr",623,2,146,4,"failure","no","35-44"
58,"retired","married","secondary","no",3648,"no","no","cellular",31,"jul",60,4,-1,0,"unknown","no","55-64"
34,"services","single","primary","no",3648,"yes","no","cellular",5,"feb",288,1,-1,0,"unknown","no","25-34"
59,"retired","married","primary","no",3648,"no","no","telephone",19,"jun",1321,3,-1,0,"unknown","yes","55-64"
59,"retired","married","primary","no",3648,"no","no","telephone",23,"oct",257,2,126,3,"success","yes","55-64"
38,"management","single","tertiary","no",3646,"yes","no","cellular",12,"may",1710,2,286,1,"other","yes","35-44"
47,"services","single","secondary","no",3644,"no","no","unknown",9,"jun",83,2,-1,0,"unknown","no","45-54"
48,"admin.","married","primary","no",3644,"yes","yes","telephone",31,"jul",1039,9,-1,0,"unknown","yes","45-54"
39,"technician","married","secondary","no",3643,"yes","no","unknown",23,"may",160,3,-1,0,"unknown","no","35-44"
56,"blue-collar","married","primary","no",3643,"no","no","unknown",20,"jun",11,3,-1,0,"unknown","no","55-64"
45,"management","married","tertiary","no",3643,"no","no","cellular",21,"nov",162,1,-1,0,"unknown","no","35-44"
42,"self-employed","married","primary","no",3641,"yes","no","unknown",14,"may",869,1,-1,0,"unknown","no","35-44"
59,"management","married","tertiary","no",3640,"no","no","cellular",17,"nov",226,2,-1,0,"unknown","no","55-64"
31,"unemployed","married","tertiary","no",3640,"no","no","cellular",20,"nov",120,1,-1,0,"unknown","no","25-34"
51,"unemployed","married","secondary","no",3640,"no","no","telephone",5,"feb",295,6,-1,0,"unknown","no","45-54"
45,"services","married","secondary","no",3638,"yes","yes","unknown",3,"jun",313,7,-1,0,"unknown","no","35-44"
27,"admin.","single","secondary","no",3638,"no","no","cellular",11,"jul",271,5,-1,0,"unknown","no","25-34"
50,"admin.","married","secondary","no",3636,"no","no","unknown",28,"may",290,1,-1,0,"unknown","no","45-54"
35,"admin.","divorced","secondary","no",3636,"no","yes","cellular",21,"nov",808,2,-1,0,"unknown","yes","25-34"
35,"admin.","single","secondary","no",3636,"no","no","cellular",12,"aug",202,1,-1,0,"unknown","no","25-34"
58,"admin.","married","secondary","no",3635,"no","no","unknown",13,"may",273,2,-1,0,"unknown","no","55-64"
34,"management","single","tertiary","no",3635,"yes","no","unknown",27,"may",68,9,-1,0,"unknown","no","25-34"
49,"technician","married","secondary","no",3635,"yes","no","cellular",5,"aug",171,2,-1,0,"unknown","no","45-54"
41,"admin.","married","secondary","no",3634,"yes","no","unknown",14,"may",216,1,-1,0,"unknown","no","35-44"
52,"management","married","tertiary","no",3634,"no","no","cellular",8,"feb",341,8,-1,0,"unknown","yes","45-54"
53,"management","married","tertiary","no",3634,"no","no","cellular",7,"may",211,4,88,8,"success","yes","45-54"
38,"admin.","married","secondary","no",3632,"yes","yes","cellular",13,"may",323,1,-1,0,"unknown","no","35-44"
47,"blue-collar","married","secondary","no",3630,"yes","no","unknown",14,"may",133,4,-1,0,"unknown","no","45-54"
25,"technician","single","tertiary","no",3630,"no","no","telephone",9,"jun",221,7,-1,0,"unknown","yes","<25"
55,"management","divorced","primary","no",3629,"yes","no","unknown",30,"may",87,1,-1,0,"unknown","no","45-54"
65,"retired","married","primary","no",3629,"no","no","cellular",27,"apr",148,1,-1,0,"unknown","yes","55-64"
27,"admin.","single","secondary","no",3629,"no","no","cellular",16,"jun",66,1,-1,0,"unknown","no","25-34"
66,"retired","married","primary","no",3629,"no","no","cellular",2,"feb",474,1,172,2,"other","yes","65+"
58,"retired","married","tertiary","no",3628,"no","no","unknown",16,"jun",109,2,-1,0,"unknown","no","55-64"
32,"technician","divorced","tertiary","no",3628,"no","no","cellular",18,"aug",130,2,-1,0,"unknown","no","25-34"
26,"technician","single","tertiary","no",3628,"no","no","cellular",5,"may",151,1,-1,0,"unknown","no","25-34"
45,"technician","married","tertiary","no",3626,"no","no","unknown",19,"jun",2485,2,-1,0,"unknown","no","35-44"
34,"admin.","single","secondary","no",3626,"yes","yes","cellular",20,"nov",88,2,-1,0,"unknown","no","25-34"
57,"management","divorced","secondary","no",3625,"yes","no","unknown",14,"may",747,3,-1,0,"unknown","no","55-64"
30,"management","single","tertiary","no",3625,"yes","no","unknown",23,"may",469,2,-1,0,"unknown","no","25-34"
31,"management","single","tertiary","no",3625,"yes","no","cellular",19,"nov",112,1,180,2,"failure","no","25-34"
61,"retired","divorced","primary","no",3624,"no","no","cellular",25,"nov",342,1,-1,0,"unknown","yes","55-64"
33,"management","single","tertiary","no",3623,"no","no","cellular",14,"aug",107,2,-1,0,"unknown","no","25-34"
35,"blue-collar","single","secondary","no",3623,"no","no","telephone",30,"oct",160,1,-1,0,"unknown","yes","25-34"
28,"technician","single","tertiary","no",3623,"no","no","cellular",10,"mar",261,1,-1,0,"unknown","yes","25-34"
28,"technician","single","tertiary","no",3623,"no","no","cellular",3,"jun",138,2,85,1,"success","no","25-34"
36,"blue-collar","single","secondary","no",3623,"no","no","unknown",12,"nov",71,1,378,1,"success","yes","35-44"
52,"blue-collar","married","secondary","no",3622,"yes","yes","unknown",23,"may",40,7,-1,0,"unknown","no","45-54"
41,"blue-collar","divorced","secondary","no",3622,"no","no","unknown",19,"jun",1135,4,-1,0,"unknown","yes","35-44"
42,"services","married","secondary","no",3620,"yes","no","unknown",27,"may",22,16,-1,0,"unknown","no","35-44"
49,"admin.","married","secondary","no",3620,"no","no","cellular",4,"may",346,2,-1,0,"unknown","no","45-54"
56,"retired","married","tertiary","no",3616,"no","yes","cellular",12,"aug",63,2,-1,0,"unknown","no","55-64"
32,"management","single","tertiary","no",3616,"no","no","cellular",14,"aug",165,2,-1,0,"unknown","no","25-34"
29,"technician","married","secondary","no",3615,"yes","no","cellular",30,"jul",93,3,-1,0,"unknown","no","25-34"
58,"blue-collar","single","secondary","no",3612,"yes","no","cellular",15,"apr",563,1,-1,0,"unknown","no","55-64"
36,"management","divorced","tertiary","no",3611,"yes","no","unknown",4,"jun",347,3,-1,0,"unknown","no","35-44"
54,"unemployed","single","secondary","no",3611,"yes","no","cellular",5,"feb",81,1,-1,0,"unknown","no","45-54"
28,"management","single","tertiary","no",3611,"no","no","cellular",26,"feb",141,2,-1,0,"unknown","yes","25-34"
44,"blue-collar","married","secondary","no",3610,"yes","no","unknown",29,"may",23,15,-1,0,"unknown","no","35-44"
56,"management","married","tertiary","no",3610,"yes","no","cellular",19,"nov",162,4,-1,0,"unknown","no","55-64"
43,"services","married","secondary","no",3608,"yes","no","unknown",16,"may",165,6,-1,0,"unknown","no","35-44"
49,"admin.","married","secondary","no",3608,"yes","no","unknown",13,"nov",231,1,-1,0,"unknown","yes","45-54"
49,"admin.","married","secondary","no",3608,"yes","no","cellular",30,"apr",252,1,168,1,"success","yes","45-54"
50,"admin.","married","secondary","no",3608,"yes","no","cellular",13,"nov",176,2,197,2,"success","yes","45-54"
50,"admin.","married","secondary","no",3608,"yes","no","cellular",14,"may",196,8,182,4,"success","yes","45-54"
33,"blue-collar","married","secondary","no",3605,"yes","no","cellular",20,"nov",308,1,-1,0,"unknown","no","25-34"
51,"management","married","tertiary","no",3604,"no","yes","telephone",8,"jul",287,1,-1,0,"unknown","no","45-54"
44,"management","married","tertiary","no",3603,"yes","no","cellular",18,"nov",198,1,-1,0,"unknown","no","35-44"
45,"technician","married","secondary","no",3601,"yes","no","unknown",30,"may",536,2,-1,0,"unknown","no","35-44"
54,"services","married","secondary","no",3601,"no","no","telephone",18,"aug",238,3,-1,0,"unknown","no","45-54"
32,"self-employed","married","tertiary","no",3601,"no","no","cellular",22,"aug",171,15,-1,0,"unknown","no","25-34"
38,"blue-collar","married","secondary","no",3598,"no","no","unknown",6,"jun",154,1,-1,0,"unknown","no","35-44"
35,"blue-collar","married","secondary","no",3595,"no","no","unknown",6,"jun",30,1,-1,0,"unknown","no","25-34"
32,"blue-collar","single","primary","no",3595,"yes","no","cellular",21,"nov",171,2,-1,0,"unknown","no","25-34"
57,"retired","married","primary","no",3594,"no","no","unknown",5,"jun",162,2,-1,0,"unknown","no","55-64"
53,"management","married","tertiary","no",3591,"yes","no","cellular",5,"aug",306,2,181,2,"other","yes","45-54"
39,"management","married","tertiary","no",3590,"no","no","cellular",8,"aug",198,2,-1,0,"unknown","no","35-44"
28,"management","married","tertiary","no",3589,"yes","no","cellular",13,"may",348,1,-1,0,"unknown","no","25-34"
31,"technician","single","secondary","no",3588,"no","no","telephone",28,"aug",64,27,-1,0,"unknown","no","25-34"
68,"retired","married","secondary","no",3588,"no","no","telephone",3,"apr",119,1,-1,0,"unknown","no","65+"
69,"retired","married","secondary","no",3588,"yes","no","cellular",10,"dec",429,1,-1,0,"unknown","yes","65+"
35,"blue-collar","married","primary","no",3587,"yes","no","unknown",30,"may",148,4,-1,0,"unknown","no","25-34"
59,"blue-collar","married","primary","no",3587,"no","yes","unknown",5,"jun",118,2,-1,0,"unknown","no","55-64"
60,"housemaid","married","secondary","no",3587,"no","no","unknown",11,"jun",133,2,-1,0,"unknown","no","55-64"
32,"technician","single","secondary","no",3586,"no","no","cellular",18,"aug",71,3,-1,0,"unknown","no","25-34"
57,"blue-collar","married",NA,"no",3585,"no","no","telephone",14,"nov",172,1,-1,0,"unknown","yes","55-64"
58,"blue-collar","married",NA,"no",3585,"no","no","cellular",30,"apr",122,1,167,1,"success","no","55-64"
40,"entrepreneur","married","tertiary","no",3585,"no","no","cellular",15,"sep",506,3,-1,0,"unknown","yes","35-44"
31,"admin.","married","secondary","no",3584,"yes","yes","cellular",18,"nov",467,1,-1,0,"unknown","no","25-34"
45,"technician","married","secondary","no",3583,"yes","no","unknown",15,"may",191,1,-1,0,"unknown","no","35-44"
39,"blue-collar","single",NA,"no",3583,"no","no","unknown",5,"jun",97,2,-1,0,"unknown","no","35-44"
36,"technician","married","secondary","no",3579,"no","no","cellular",14,"aug",308,2,-1,0,"unknown","no","35-44"
63,"retired","married","secondary","no",3579,"no","no","telephone",11,"nov",93,2,-1,0,"unknown","no","55-64"
43,"management","divorced","tertiary","no",3578,"no","no","cellular",29,"jan",376,2,-1,0,"unknown","no","35-44"
36,"blue-collar","married","secondary","no",3578,"yes","no","telephone",3,"feb",45,3,-1,0,"unknown","no","35-44"
38,"housemaid","married","primary","no",3577,"no","no","unknown",6,"jun",190,2,-1,0,"unknown","no","35-44"
52,"technician","married","secondary","no",3577,"no","yes","cellular",8,"aug",62,2,-1,0,"unknown","no","45-54"
35,"management","single","tertiary","no",3576,"yes","no","cellular",19,"aug",68,1,-1,0,"unknown","no","25-34"
33,"blue-collar","married","secondary","no",3576,"yes","no","cellular",2,"apr",124,1,308,2,"other","no","25-34"
38,"management","married",NA,"no",3576,"no","no","cellular",26,"may",579,1,-1,0,"unknown","yes","35-44"
38,"management","married",NA,"no",3576,"no","no","cellular",25,"nov",349,2,183,1,"success","yes","35-44"
28,"services","single","secondary","no",3575,"yes","no","unknown",3,"jun",245,1,-1,0,"unknown","no","25-34"
39,"management","divorced","tertiary","no",3575,"no","yes","cellular",18,"aug",74,3,-1,0,"unknown","no","35-44"
37,"blue-collar","married","primary","no",3574,"yes","no","unknown",2,"jun",152,2,-1,0,"unknown","no","35-44"
37,"blue-collar","married","secondary","no",3574,"yes","no","unknown",6,"jun",117,1,-1,0,"unknown","no","35-44"
37,"blue-collar","married","primary","no",3574,"yes","no","cellular",19,"nov",178,1,170,2,"failure","no","35-44"
59,"blue-collar","divorced","secondary","no",3573,"no","no","cellular",15,"may",44,1,-1,0,"unknown","no","55-64"
33,"technician","married","secondary","no",3572,"yes","no","cellular",18,"nov",85,2,-1,0,"unknown","no","25-34"
37,"blue-collar","single","secondary","no",3572,"yes","yes","cellular",20,"nov",341,2,-1,0,"unknown","no","35-44"
57,"retired","married","tertiary","no",3571,"no","no","unknown",13,"may",708,2,-1,0,"unknown","no","55-64"
40,"entrepreneur","married","tertiary","no",3571,"no","no","unknown",9,"jun",222,3,-1,0,"unknown","no","35-44"
40,"blue-collar","single","secondary","no",3571,"yes","no","cellular",10,"jul",262,1,-1,0,"unknown","no","35-44"
57,"housemaid","married","primary","no",3570,"no","no","unknown",9,"jun",233,2,-1,0,"unknown","no","55-64"
60,"retired","married","secondary","no",3570,"no","no","telephone",28,"jul",112,2,-1,0,"unknown","no","55-64"
46,"management","married","secondary","no",3570,"no","no","cellular",13,"aug",69,2,-1,0,"unknown","no","45-54"
48,"housemaid","married","secondary","no",3570,"no","no","cellular",5,"jun",58,2,-1,0,"unknown","no","45-54"
49,"housemaid","married","secondary","no",3570,"no","no","cellular",24,"dec",62,3,202,2,"failure","no","45-54"
58,"housemaid","divorced","primary","no",3568,"no","no","cellular",11,"aug",226,2,-1,0,"unknown","no","55-64"
30,"technician","single","secondary","no",3568,"yes","no","cellular",7,"apr",265,1,-1,0,"unknown","no","25-34"
55,"unknown","married","tertiary","no",3567,"no","no","cellular",30,"apr",85,1,-1,0,"unknown","no","45-54"
31,"technician","married","tertiary","no",3564,"no","no","cellular",18,"nov",1377,1,-1,0,"unknown","no","25-34"
60,"blue-collar","married",NA,"no",3563,"no","no","cellular",13,"aug",159,2,-1,0,"unknown","no","55-64"
59,"technician","married","secondary","no",3562,"no","no","cellular",13,"aug",121,1,-1,0,"unknown","no","55-64"
56,"admin.","married","primary","no",3562,"no","no","cellular",2,"jul",229,1,-1,0,"unknown","no","55-64"
37,"blue-collar","single","secondary","no",3561,"yes","no","unknown",2,"jun",98,1,-1,0,"unknown","no","35-44"
71,"retired","married","tertiary","no",3561,"no","no","telephone",15,"mar",577,7,-1,0,"unknown","yes","65+"
72,"retired","married","tertiary","no",3561,"no","no","telephone",15,"sep",511,3,184,7,"success","yes","65+"
36,"self-employed","single","tertiary","no",3560,"no","no","unknown",2,"jun",409,2,-1,0,"unknown","no","35-44"
51,"technician","divorced",NA,"no",3560,"yes","no","cellular",30,"jul",334,6,-1,0,"unknown","no","45-54"
36,"self-employed","single","tertiary","no",3560,"no","no","cellular",18,"nov",658,3,169,2,"failure","no","35-44"
40,"services","married","primary","no",3559,"yes","no","unknown",20,"may",138,8,-1,0,"unknown","no","35-44"
45,"unemployed","married","tertiary","no",3559,"yes","yes","cellular",20,"nov",264,1,-1,0,"unknown","no","35-44"
51,"admin.","married",NA,"no",3558,"yes","no","unknown",9,"jun",80,3,-1,0,"unknown","no","45-54"
50,"blue-collar","married","secondary","no",3558,"no","no","cellular",26,"aug",84,10,-1,0,"unknown","no","45-54"
40,"admin.","married",NA,"no",3557,"yes","no","unknown",29,"may",332,1,-1,0,"unknown","no","35-44"
47,"management","married","tertiary","no",3556,"yes","no","unknown",20,"jun",130,4,-1,0,"unknown","no","45-54"
37,"management","married","tertiary","no",3556,"no","no","cellular",9,"nov",268,1,-1,0,"unknown","yes","35-44"
52,"technician","married","secondary","no",3554,"no","yes","cellular",8,"jul",89,1,-1,0,"unknown","no","45-54"
49,"services","married","secondary","no",3554,"no","no","cellular",4,"aug",39,1,-1,0,"unknown","no","45-54"
56,"admin.","married","secondary","no",3554,"no","no","cellular",3,"jun",151,1,-1,0,"unknown","no","55-64"
59,"management","divorced","tertiary","no",3552,"yes","no","cellular",17,"nov",690,1,123,7,"other","no","55-64"
